"CountryCode","SeriesCode","Year","DESCRIPTION",
"SGP","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SGP","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SGP","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SGP","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SGP","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SGP","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLB","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLB","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLB","HD.HCI.HLOS","YR2017","Estimates based on data for 2017 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLB","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2017 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLB","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2017 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLB","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SLB","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"SLB","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"SLB","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"SLE","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLE","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLE","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLE","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLE","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLE","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLE","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SLE","HD.HCI.STNT","YR2017","Estimates based on data for 2017 from the Sierra Leone Multiple Indicator Cluster Survey 2017.",
"SLE","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2017 from the Sierra Leone Multiple Indicator Cluster Survey 2017.",
"SLE","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2017 from the Sierra Leone Multiple Indicator Cluster Survey 2017.",
"SLV","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLV","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLV","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SLV","HD.HCI.HLOS","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLV","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLV","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2007 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SLV","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SLV","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"SLV","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"SLV","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"SRB","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SRB","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SRB","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"SRB","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SRB","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SRB","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SRB","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SRB","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"SRB","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"SRB","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"SSD","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SSD","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SSD","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SSD","HD.HCI.HLOS","YR2017","Estimates based on data for 2017 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SSD","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SSD","HD.HCI.STNT","YR2017","Estimates based on data for 2010.",
"SSD","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2010.",
"SSD","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2010.",
"SVK","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SVK","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SVK","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SVK","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVK","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVK","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVK","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVK","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVK","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVK","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SVK","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SVK","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SVN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SVN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SVN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"SWE","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"SWE","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"SWE","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SWE","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SWE","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SWE","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SWE","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SWZ","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SWZ","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"SWZ","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SWZ","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SWZ","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"SWZ","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"SWZ","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"SYC","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"SYC","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"SYC","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition.",
"SYC","HD.HCI.HLOS","YR2017","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"SYC","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"SYC","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"TCD","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"TCD","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"TCD","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition.",
"TCD","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TCD","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TCD","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TCD","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TCD","HD.HCI.STNT","YR2017","Estimates based on data for 2015.",
"TCD","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2015.",
"TCD","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2015.",
"TGO","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TGO","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TGO","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TGO","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TGO","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TGO","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TGO","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TGO","HD.HCI.STNT","YR2017","Estimates based on data for 2014.",
"TGO","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2014.",
"TGO","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2014.",
"THA","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"THA","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"THA","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"THA","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"THA","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"THA","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"THA","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"THA","HD.HCI.STNT","YR2017","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016.",
"THA","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016.",
"THA","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016.",
"TJK","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TJK","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TJK","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition.",
"TJK","HD.HCI.HLOS","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TJK","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TJK","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TJK","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TJK","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"TJK","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"TJK","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"TLS","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TLS","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TLS","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TLS","HD.HCI.HLOS","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TLS","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TLS","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TLS","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TLS","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"TON","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"TON","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"TON","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition.",
"TON","HD.HCI.HLOS","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TON","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TON","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TON","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TON","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"TTO","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2010. Estimates are adjusted for repetition.",
"TTO","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TTO","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TTO","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TTO","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TTO","HD.HCI.STNT","YR2017","Estimates based on data for 2011.",
"TUN","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TUN","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TUN","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition.",
"TUN","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUN","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUN","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUN","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TUN","HD.HCI.STNT","YR2017","Estimates based on data for 2012.",
"TUN","HD.HCI.STNT.FE","YR2017","Estimates based on data for 2012.",
"TUN","HD.HCI.STNT.MA","YR2017","Estimates based on data for 2012.",
"TUR","HD.HCI.AMRT","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.AMRT.FE","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.AMRT.MA","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"TUR","HD.HCI.EYRS.FE","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"TUR","HD.HCI.EYRS.MA","YR2017","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition.",
"TUR","HD.HCI.HLOS","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUR","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUR","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUR","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.MORT.MA","YR2017","Estimates based on data for 2017.",
"TUR","HD.HCI.STNT","YR2017","Estimates based on data for 2013.",
"TUV","HD.HCI.EYRS","YR2017","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition.",
"TUV","HD.HCI.HLOS","YR2017","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUV","HD.HCI.HLOS.FE","YR2017","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUV","HD.HCI.HLOS.MA","YR2017","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores.",
"TUV","HD.HCI.MORT","YR2017","Estimates based on data for 2017.",
"TUV","HD.HCI.MORT.FE","YR2017","Estimates based on data for 2017.",
